@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute bass_x numeric
@attribute bass_y numeric
@attribute bass_vel_x numeric
@attribute bass_vel_y numeric
@attribute drone_x numeric
@attribute drone_y numeric
@attribute drone_vel_x numeric
@attribute drone_vel_y numeric
@attribute drums_x numeric
@attribute drums_y numeric
@attribute drums_vel_x numeric
@attribute drums_vel_y numeric
@attribute BassNoteClassifier {0,1,2,3,4,5}
@attribute BassXY numeric
@attribute BassVel numeric
@attribute BassFollow numeric
@attribute DroneNoteClassifier {0,1,2,3,4}
@attribute DroneXY numeric
@attribute DroneVel numeric
@attribute DroneFollow numeric
@attribute KickNoteClassifier {0,1,2,3,4,5}
@attribute SnareNoteClassifier {0,1,2,3,4,5}
@attribute HihatNoteClassifier {0,1,2,3,4,5}
@attribute SnareXY numeric
@attribute SnareVel numeric
@attribute HihatXY numeric
@attribute HihatVel numeric
@attribute DrumPitch numeric

@data
3253,'2018/04/29 13:51:16:499',16,0,0,0,0,0.036846,-0.01,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3254,'2018/04/29 13:51:16:615',16,0,0,0,0,-0.006527,0.013951,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3255,'2018/04/29 13:51:16:731',16,0,0,0,0,-0.009797,0.067483,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3256,'2018/04/29 13:51:16:832',16,0,0,0,0,-0.009982,0.120657,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3257,'2018/04/29 13:51:16:948',16,0,0,0,0,0.017079,0.14799,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3258,'2018/04/29 13:51:17:064',16,0,0,0,0,0.073377,0.149882,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3259,'2018/04/29 13:51:17:181',16,0,0,0,0,0.132173,0.149993,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3260,'2018/04/29 13:51:17:282',16,0,0,0,0,0.178833,0.149999,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3261,'2018/04/29 13:51:17:398',16,0,0,0,0,0.189346,0.183073,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3262,'2018/04/29 13:51:17:513',16,0,0,0,0,0.189962,0.241058,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3263,'2018/04/29 13:51:17:617',16,0,0,0,0,0.19333,0.287637,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3264,'2018/04/29 13:51:17:733',16,0,0,0,0,0.241658,0.299276,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3265,'2018/04/29 13:51:17:836',16,0,0,0,0,0.291023,0.299937,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3266,'2018/04/29 13:51:17:937',16,0,0,0,0,0.307501,0.319251,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3267,'2018/04/29 13:51:18:053',16,0,0,0,0,0.309854,0.371945,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3268,'2018/04/29 13:51:18:170',16,0,0,0,0,0.309991,0.379529,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3269,'2018/04/29 13:51:18:271',16,0,0,0,0,0.309999,0.341536,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3270,'2018/04/29 13:51:18:372',16,0,0,0,0,0.31,0.321891,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3271,'2018/04/29 13:51:18:487',16,0,0,0,0,0.31,0.320111,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3272,'2018/04/29 13:51:18:604',16,0,0,0,0,0.31,0.320006,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3273,'2018/04/29 13:51:18:719',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3274,'2018/04/29 13:51:18:836',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3275,'2018/04/29 13:51:18:952',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3276,'2018/04/29 13:51:19:054',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3277,'2018/04/29 13:51:19:171',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3278,'2018/04/29 13:51:19:287',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3279,'2018/04/29 13:51:19:403',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3280,'2018/04/29 13:51:19:519',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3281,'2018/04/29 13:51:19:634',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3282,'2018/04/29 13:51:19:767',16,0,0,0,0,0.31,0.32,0,0,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?
3514,'2018/04/29 13:52:16:023',18,0,0,0,0,0,0.333333,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3515,'2018/04/29 13:52:16:446',18,0,0,0,0,0,0.555556,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3516,'2018/04/29 13:52:16:554',18,0,0,0,0,0,0.960982,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3517,'2018/04/29 13:52:16:669',18,0,0,0,0,0,0.997716,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3518,'2018/04/29 13:52:16:786',18,0,0,0,0,0,0.990977,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3519,'2018/04/29 13:52:16:901',18,0,0,0,0,0,0.938594,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3520,'2018/04/29 13:52:17:001',18,0,0,0,0,0,0.888999,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3521,'2018/04/29 13:52:17:122',18,0,0,0,0,0,0.834912,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3522,'2018/04/29 13:52:17:238',18,0,0,0,0,0,0.773036,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3523,'2018/04/29 13:52:17:339',18,0,0,0,0,0,0.722722,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3524,'2018/04/29 13:52:17:455',18,0,0,0,0,0,0.66513,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3525,'2018/04/29 13:52:17:571',18,0,0,0,0,0,0.641471,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3526,'2018/04/29 13:52:17:687',18,0,0,0,0,0,0.640086,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3527,'2018/04/29 13:52:17:803',18,0,0,0,0,0,0.640005,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3528,'2018/04/29 13:52:17:919',18,0,0,0,0,0,0.627408,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3529,'2018/04/29 13:52:18:027',18,0,0,0,0,0,0.578895,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3530,'2018/04/29 13:52:18:135',18,0,0,0,0,0,0.528587,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3531,'2018/04/29 13:52:18:254',18,0,0,0,0,0,0.501674,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3532,'2018/04/29 13:52:18:369',18,0,0,0,0,0,0.500098,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3533,'2018/04/29 13:52:18:486',18,0,0,0,0,0.008889,0.500006,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3534,'2018/04/29 13:52:18:601',18,0,0,0,0,0.061398,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3535,'2018/04/29 13:52:18:718',18,0,0,0,0,0.117334,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3536,'2018/04/29 13:52:18:834',18,0,0,0,0,0.173392,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3537,'2018/04/29 13:52:18:934',18,0,0,0,0,0.223261,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3538,'2018/04/29 13:52:19:050',18,0,0,0,0,0.282166,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3539,'2018/04/29 13:52:19:166',18,0,0,0,0,0.332555,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3540,'2018/04/29 13:52:19:282',18,0,0,0,0,0.339564,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3541,'2018/04/29 13:52:19:398',18,0,0,0,0,0.339974,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3542,'2018/04/29 13:52:19:513',18,0,0,0,0,0.348887,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3543,'2018/04/29 13:52:19:630',18,0,0,0,0,0.402495,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3544,'2018/04/29 13:52:19:735',18,0,0,0,0,0.452194,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3545,'2018/04/29 13:52:19:851',18,0,0,0,0,0.478372,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3546,'2018/04/29 13:52:19:953',18,0,0,0,0,0.479857,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3547,'2018/04/29 13:52:20:070',18,0,0,0,0,0.479991,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3548,'2018/04/29 13:52:20:185',18,0,0,0,0,0.479999,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3549,'2018/04/29 13:52:20:301',18,0,0,0,0,0.48,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3550,'2018/04/29 13:52:20:417',18,0,0,0,0,0.497805,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3551,'2018/04/29 13:52:20:533',18,0,0,0,0,0.499871,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3552,'2018/04/29 13:52:20:649',18,0,0,0,0,0.499992,0.500001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3553,'2018/04/29 13:52:20:753',18,0,0,0,0,0.499999,0.534719,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3554,'2018/04/29 13:52:20:857',18,0,0,0,0,0.5,0.583378,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3555,'2018/04/29 13:52:20:973',18,0,0,0,0,0.5,0.643161,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3556,'2018/04/29 13:52:21:076',18,0,0,0,0,0.5,0.694722,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3557,'2018/04/29 13:52:21:180',18,0,0,0,0,0.5,0.744859,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3558,'2018/04/29 13:52:21:296',18,0,0,0,0,0.5,0.804729,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3559,'2018/04/29 13:52:21:397',18,0,0,0,0,0.5,0.85486,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3560,'2018/04/29 13:52:21:513',18,0,0,0,0,0.5,0.913247,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3561,'2018/04/29 13:52:21:629',18,0,0,0,0,0.5,0.972165,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3562,'2018/04/29 13:52:21:745',18,0,0,0,0,0.5,1.031444,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3563,'2018/04/29 13:52:21:860',18,0,0,0,0,0.5,1.087629,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3564,'2018/04/29 13:52:21:977',18,0,0,0,0,0.496666,1.099276,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3565,'2018/04/29 13:52:22:093',18,0,0,0,0,0.446257,1.099958,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3566,'2018/04/29 13:52:22:209',18,0,0,0,0,0.387806,1.099997,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3567,'2018/04/29 13:52:22:325',18,0,0,0,0,0.328555,1.1,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3568,'2018/04/29 13:52:22:441',18,0,0,0,0,0.272371,1.1,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3569,'2018/04/29 13:52:22:550',18,0,0,0,0,0.218672,1.1,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3570,'2018/04/29 13:52:22:666',18,0,0,0,0,0.158605,1.1,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3571,'2018/04/29 13:52:22:782',18,0,0,0,0,0.09904,1.1,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3572,'2018/04/29 13:52:22:898',18,0,0,0,0,0.042692,1.1,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3573,'2018/04/29 13:52:23:014',18,0,0,0,0,-0.014872,1.08963,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3574,'2018/04/29 13:52:23:131',18,0,0,0,0,-0.029115,1.03643,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3575,'2018/04/29 13:52:23:247',18,0,0,0,0,-0.029948,0.978474,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3576,'2018/04/29 13:52:23:362',18,0,0,0,0,-0.029997,0.919033,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3577,'2018/04/29 13:52:23:479',18,0,0,0,0,-0.03,0.862692,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3578,'2018/04/29 13:52:23:594',18,0,0,0,0,-0.03,0.805128,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3579,'2018/04/29 13:52:23:710',18,0,0,0,0,-0.03,0.746752,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3580,'2018/04/29 13:52:23:827',18,0,0,0,0,-0.03,0.688493,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3581,'2018/04/29 13:52:23:943',18,0,0,0,0,-0.03,0.629034,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3582,'2018/04/29 13:52:24:046',18,0,0,0,0,-0.03,0.579038,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3583,'2018/04/29 13:52:24:161',18,0,0,0,0,-0.03,0.519066,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3584,'2018/04/29 13:52:24:277',18,0,0,0,0,-0.0007,0.491994,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3585,'2018/04/29 13:52:24:393',18,0,0,0,0,0.053507,0.490117,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3586,'2018/04/29 13:52:24:509',18,0,0,0,0,0.112181,0.490007,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3587,'2018/04/29 13:52:24:610',18,0,0,0,0,0.162167,0.490001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3588,'2018/04/29 13:52:24:725',18,0,0,0,0,0.221444,0.490001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3589,'2018/04/29 13:52:24:841',18,0,0,0,0,0.277629,0.490001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3590,'2018/04/29 13:52:24:947',18,0,0,0,0,0.33067,0.490001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3591,'2018/04/29 13:52:25:063',18,0,0,0,0,0.390917,0.490001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3592,'2018/04/29 13:52:25:179',18,0,0,0,0,0.447305,0.490001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3593,'2018/04/29 13:52:25:295',18,0,0,0,0,0.477794,0.526201,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3594,'2018/04/29 13:52:25:411',18,0,0,0,0,0.479871,0.583326,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3595,'2018/04/29 13:52:25:527',18,0,0,0,0,0.479992,0.641512,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3596,'2018/04/29 13:52:25:627',18,0,0,0,0,0.479999,0.69145,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3597,'2018/04/29 13:52:25:742',18,0,0,0,0,0.48,0.750963,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3598,'2018/04/29 13:52:25:858',18,0,0,0,0,0.48,0.807308,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3599,'2018/04/29 13:52:25:975',18,0,0,0,0,0.48,0.864872,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3600,'2018/04/29 13:52:26:076',18,0,0,0,0,0.48,0.914872,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3601,'2018/04/29 13:52:26:192',18,0,0,0,0,0.463086,0.964359,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3602,'2018/04/29 13:52:26:308',18,0,0,0,0,0.408278,0.96967,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3603,'2018/04/29 13:52:26:423',18,0,0,0,0,0.349021,0.969981,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3604,'2018/04/29 13:52:26:530',18,0,0,0,0,0.299036,0.969998,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3605,'2018/04/29 13:52:26:646',18,0,0,0,0,0.238627,0.97,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3606,'2018/04/29 13:52:26:762',18,0,0,0,0,0.179042,0.97,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3607,'2018/04/29 13:52:26:878',18,0,0,0,0,0.122692,0.97,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3608,'2018/04/29 13:52:26:994',18,0,0,0,0,0.066609,0.97,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3609,'2018/04/29 13:52:27:110',18,0,0,0,0,0.041557,0.945391,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3610,'2018/04/29 13:52:27:226',18,0,0,0,0,0.040091,0.888413,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3611,'2018/04/29 13:52:27:342',18,0,0,0,0,0.040005,0.829029,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3612,'2018/04/29 13:52:27:458',18,0,0,0,0,0.04,0.772691,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3613,'2018/04/29 13:52:27:574',18,0,0,0,0,0.04,0.71661,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3614,'2018/04/29 13:52:27:690',18,0,0,0,0,0.04,0.657827,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3615,'2018/04/29 13:52:27:790',18,0,0,0,0,0.04,0.607834,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3616,'2018/04/29 13:52:27:907',18,0,0,0,0,0.063951,0.581629,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3617,'2018/04/29 13:52:28:022',18,0,0,0,0,0.121109,0.580096,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3618,'2018/04/29 13:52:28:138',18,0,0,0,0,0.177317,0.580006,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3619,'2018/04/29 13:52:28:254',18,0,0,0,0,0.234873,0.580001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3620,'2018/04/29 13:52:28:370',18,0,0,0,0,0.29226,0.58,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3621,'2018/04/29 13:52:28:486',18,0,0,0,0,0.351449,0.58,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3622,'2018/04/29 13:52:28:602',18,0,0,0,0,0.402074,0.583334,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3623,'2018/04/29 13:52:28:718',18,0,0,0,0,0.409536,0.628033,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3624,'2018/04/29 13:52:28:834',18,0,0,0,0,0.409973,0.683433,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3625,'2018/04/29 13:52:28:950',18,0,0,0,0,0.409998,0.742176,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3626,'2018/04/29 13:52:29:066',18,0,0,0,0,0.41,0.801444,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3627,'2018/04/29 13:52:29:182',18,0,0,0,0,0.41,0.860963,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3628,'2018/04/29 13:52:29:283',18,0,0,0,0,0.41,0.910963,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3629,'2018/04/29 13:52:29:392',18,0,0,0,0,0.386049,0.937012,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3630,'2018/04/29 13:52:29:509',18,0,0,0,0,0.327793,0.939825,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3631,'2018/04/29 13:52:29:625',18,0,0,0,0,0.268554,0.93999,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3632,'2018/04/29 13:52:29:740',18,0,0,0,0,0.212371,0.939999,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3633,'2018/04/29 13:52:29:856',18,0,0,0,0,0.155109,0.94,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3634,'2018/04/29 13:52:29:972',18,0,0,0,0,0.100084,0.936667,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3635,'2018/04/29 13:52:30:088',18,0,0,0,0,0.09059,0.887244,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3636,'2018/04/29 13:52:30:204',18,0,0,0,0,0.090035,0.828522,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3637,'2018/04/29 13:52:30:322',18,0,0,0,0,0.090002,0.772662,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3638,'2018/04/29 13:52:30:439',18,0,0,0,0,0.09,0.712904,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3639,'2018/04/29 13:52:30:540',18,0,0,0,0,0.09,0.662711,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3640,'2018/04/29 13:52:30:656',18,0,0,0,0,0.135615,0.650744,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3641,'2018/04/29 13:52:30:772',18,0,0,0,0,0.193292,0.650044,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3642,'2018/04/29 13:52:30:883',18,0,0,0,0,0.250289,0.650004,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3643,'2018/04/29 13:52:30:995',18,0,0,0,0,0.300903,0.650001,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3644,'2018/04/29 13:52:31:125',18,0,0,0,0,0.346102,0.658889,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3645,'2018/04/29 13:52:31:241',18,0,0,0,0,0.349772,0.720813,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
3646,'2018/04/29 13:52:31:357',18,0,0,0,0,0.349987,0.775078,0,0,0,0,0,0,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?
